tag,type,n,text,xml:id,who,ana,lemma,rendition,part,prev,act,scene,onstage,stagegroup_raw,speaker
w,,3.3.159,at,fs-3h6-0313030,,#acp-p,at,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.159,his,fs-3h6-0313050,,#po,his,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.159,ease,fs-3h6-0313070,,#n1,ease,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
pc,,3.3.159,",",fs-3h6-0313080,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
l,,3.3.160,,ftln-1764,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
w,,3.3.160,Where,fs-3h6-0313090,,#crq-cs,where,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
pc,,3.3.160,",",fs-3h6-0313100,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.160,having,fs-3h6-0313120,,#vvg,have,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.160,nothing,fs-3h6-0313140,,#pi-x,nothing,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
pc,,3.3.160,",",fs-3h6-0313150,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.160,nothing,fs-3h6-0313170,,#pi-x,nothing,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.160,can,fs-3h6-0313190,,#vmb,can,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.160,he,fs-3h6-0313210,,#pns,he,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.160,lose,fs-3h6-0313230,,#vvi,lose,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
pc,,3.3.160,.,fs-3h6-0313240,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
pc,,3.3.160,—,fs-3h6-0313250,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
l,,3.3.161,,ftln-1765,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
w,,3.3.161,And,fs-3h6-0313260,,#cc,and,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.161,as,fs-3h6-0313280,,#acp-cs,as,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.161,for,fs-3h6-0313300,,#acp-p,for,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.161,you,fs-3h6-0313320,,#pn,you,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.161,yourself,fs-3h6-0313340,,#px,yourself,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
pc,,3.3.161,",",fs-3h6-0313350,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.161,our,fs-3h6-0313370,,#po,our,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.161,quondam,fs-3h6-0313390,,#j,quondam,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.161,queen,fs-3h6-0313410,,#n1,queen,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
pc,,3.3.161,",",fs-3h6-0313420,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
l,,3.3.162,,ftln-1766,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
w,,3.3.162,You,fs-3h6-0313430,,#pn,you,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.162,have,fs-3h6-0313450,,#vvb,have,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.162,a,fs-3h6-0313470,,#d,a,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.162,father,fs-3h6-0313490,,#n1,father,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.162,able,fs-3h6-0313510,,#j,able,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.162,to,fs-3h6-0313530,,#acp-cs,to,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.162,maintain,fs-3h6-0313550,,#vvi,maintain,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.162,you,fs-3h6-0313570,,#pn,you,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
pc,,3.3.162,",",fs-3h6-0313580,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
l,,3.3.163,,ftln-1767,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
w,,3.3.163,And,fs-3h6-0313590,,#cc,and,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.163,better,fs-3h6-0313610,,#av-c_j,better,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.163,’twere,fs-3h6-0313630,,#pn|vvd,it|be,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.163,you,fs-3h6-0313650,,#pn,you,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.163,troubled,fs-3h6-0313670,,#vvn,trouble,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.163,him,fs-3h6-0313690,,#pno,he,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.163,than,fs-3h6-0313710,,#cs,than,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.163,France,fs-3h6-0313730,,#n1-nn,France,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
pc,,3.3.163,.,fs-3h6-0313740,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
sp,,,,sp-1768,{'#QueenMargaret_1H6'},,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
l,,3.3.164,,ftln-1768,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
w,,3.3.164,Peace,fs-3h6-0313780,,#n1,peace,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
pc,,3.3.164,",",fs-3h6-0313790,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.164,impudent,fs-3h6-0313810,,#j,impudent,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.164,and,fs-3h6-0313830,,#cc,and,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.164,shameless,fs-3h6-0313850,,#j,shameless,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.164,Warwick,fs-3h6-0313870,,#n1-nn,Warwick,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
pc,,3.3.164,",",fs-3h6-0313880,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
l,,3.3.165,,ftln-1769,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
w,,3.3.165,Proud,fs-3h6-0313890,,#j,proud,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.165,setter-up,fs-3h6-0313910,,#n1,setter-up,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.165,and,fs-3h6-0313930,,#cc,and,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.165,puller-down,fs-3h6-0313950,,#n1,puller-down,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.165,of,fs-3h6-0313970,,#acp-p,of,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.165,kings,fs-3h6-0313990,,#n2,king,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
pc,,3.3.165,!,fs-3h6-0314000,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
l,,3.3.166,,ftln-1770,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
w,,3.3.166,I,fs-3h6-0314010,,#pns,i,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.166,will,fs-3h6-0314030,,#vmb,will,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.166,not,fs-3h6-0314050,,#xx,not,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.166,hence,fs-3h6-0314070,,#av,hence,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.166,till,fs-3h6-0314090,,#acp-cs,till,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.166,with,fs-3h6-0314110,,#acp-p,with,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.166,my,fs-3h6-0314130,,#po,my,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.166,talk,fs-3h6-0314150,,#n1,talk,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#QueenMargaret_1H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
