tag,type,n,text,xml:id,who,ana,lemma,rendition,part,prev,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.38,fear,fs-3h6-0480280,,#vvi,fear,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#QueenMargaret_1H6
pc,,5.4.38,.,fs-3h6-0480290,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#QueenMargaret_1H6
sp,,,,sp-2681,{'#PrinceEdward_3H6'},,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
l,,5.4.39,,ftln-2681,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
w,,5.4.39,Methinks,fs-3h6-0480330,,#vvz,methinks,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.39,a,fs-3h6-0480350,,#d,a,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.39,woman,fs-3h6-0480370,,#n1,woman,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.39,of,fs-3h6-0480390,,#acp-p,of,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.39,this,fs-3h6-0480410,,#d,this,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.39,valiant,fs-3h6-0480430,,#j,valiant,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.39,spirit,fs-3h6-0480450,,#n1,spirit,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
l,,5.4.40,,ftln-2682,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
w,,5.4.40,Should,fs-3h6-0480460,,#vmd,shall,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.40,",",fs-3h6-0480470,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.40,if,fs-3h6-0480490,,#cs,if,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.40,a,fs-3h6-0480510,,#d,a,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.40,coward,fs-3h6-0480530,,#n1,coward,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.40,heard,fs-3h6-0480550,,#vvd,hear,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.40,her,fs-3h6-0480570,,#pno,she,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.40,speak,fs-3h6-0480590,,#vvi,speak,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.40,these,fs-3h6-0480610,,#d,these,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.40,words,fs-3h6-0480630,,#n2,word,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.40,",",fs-3h6-0480640,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
l,,5.4.41,,ftln-2683,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
w,,5.4.41,Infuse,fs-3h6-0480650,,#vvb,infuse,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.41,his,fs-3h6-0480670,,#po,his,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.41,breast,fs-3h6-0480690,,#n1,breast,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.41,with,fs-3h6-0480710,,#acp-p,with,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.41,magnanimity,fs-3h6-0480730,,#n1,magnanimity,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
l,,5.4.42,,ftln-2684,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
w,,5.4.42,And,fs-3h6-0480740,,#cc,and,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.42,make,fs-3h6-0480760,,#vvb,make,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.42,him,fs-3h6-0480780,,#pno,he,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.42,",",fs-3h6-0480790,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.42,naked,fs-3h6-0480810,,#j,naked,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.42,",",fs-3h6-0480820,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.42,foil,fs-3h6-0480840,,#vvb,foil,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.42,a,fs-3h6-0480860,,#d,a,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.42,man-at-arms,fs-3h6-0480880,,#n1,man-at-arms,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.42,.,fs-3h6-0480890,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
l,,5.4.43,,ftln-2685,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
w,,5.4.43,I,fs-3h6-0480900,,#pns,i,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.43,speak,fs-3h6-0480920,,#vvb,speak,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.43,not,fs-3h6-0480940,,#xx,not,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.43,this,fs-3h6-0480960,,#d,this,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.43,as,fs-3h6-0480980,,#acp-p,as,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.43,doubting,fs-3h6-0481000,,#vvg,doubt,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.43,any,fs-3h6-0481020,,#d,any,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.43,here,fs-3h6-0481040,,#av,here,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.43,",",fs-3h6-0481050,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
l,,5.4.44,,ftln-2686,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
w,,5.4.44,For,fs-3h6-0481060,,#acp-p,for,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.44,did,fs-3h6-0481080,,#vvd,do,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.44,I,fs-3h6-0481100,,#pns,i,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.44,but,fs-3h6-0481120,,#acp-av,but,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.44,suspect,fs-3h6-0481140,,#vvi,suspect,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.44,a,fs-3h6-0481160,,#d,a,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.44,fearful,fs-3h6-0481180,,#j,fearful,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.44,man,fs-3h6-0481200,,#n1,man,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.44,",",fs-3h6-0481210,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
l,,5.4.45,,ftln-2687,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
w,,5.4.45,He,fs-3h6-0481220,,#pns,he,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.45,should,fs-3h6-0481240,,#vmd,shall,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.45,have,fs-3h6-0481260,,#vvi,have,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.45,leave,fs-3h6-0481280,,#n1,leave,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.45,to,fs-3h6-0481300,,#acp-cs,to,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.45,go,fs-3h6-0481320,,#vvi,go,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.45,away,fs-3h6-0481340,,#av,away,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.45,betimes,fs-3h6-0481360,,#av,betimes,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.45,",",fs-3h6-0481370,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
l,,5.4.46,,ftln-2688,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
w,,5.4.46,Lest,fs-3h6-0481380,,#cs,lest,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.46,in,fs-3h6-0481400,,#acp-p,in,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.46,our,fs-3h6-0481420,,#po,our,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.46,need,fs-3h6-0481440,,#n1,need,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.46,he,fs-3h6-0481460,,#pns,he,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.46,might,fs-3h6-0481480,,#vmd,may,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.46,infect,fs-3h6-0481500,,#vvi,infect,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.46,another,fs-3h6-0481520,,#d,another,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
l,,5.4.47,,ftln-2689,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
