tag,type,n,text,xml:id,who,ana,lemma,part,rendition,prev,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,SD 1.4.56.1,with,fs-1h6-0083500,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,SD 1.4.56.1,a,fs-1h6-0083520,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,SD 1.4.56.1,linstock,fs-1h6-0083540,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
pc,,SD 1.4.56.1,.,fs-1h6-0083550,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,SD 1.4.56.1,He,fs-1h6-0083560,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,SD 1.4.56.1,crosses,fs-1h6-0083580,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,SD 1.4.56.1,the,fs-1h6-0083600,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,SD 1.4.56.1,main,fs-1h6-0083620,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,SD 1.4.56.1,stage,fs-1h6-0083640,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,SD 1.4.56.1,and,fs-1h6-0083660,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,SD 1.4.56.1,exits,fs-1h6-0083680,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
pc,,SD 1.4.56.1,.,fs-1h6-0083690,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
sp,,,,sp-0482,{'#Salisbury_1H6'},,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
l,,1.4.57,,ftln-0482,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
w,,1.4.57,I,fs-1h6-0083710,,#pns,i,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.57,grieve,fs-1h6-0083730,,#vvb,grieve,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.57,to,fs-1h6-0083750,,#acp-cs,to,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.57,hear,fs-1h6-0083770,,#vvi,hear,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.57,what,fs-1h6-0083790,,#crq-r,what,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.57,torments,fs-1h6-0083810,,#n2,torment,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.57,you,fs-1h6-0083830,,#pn,you,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.57,endured,fs-1h6-0083850,,#vvd,endure,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
pc,,1.4.57,",",fs-1h6-0083860,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
l,,1.4.58,,ftln-0483,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
w,,1.4.58,But,fs-1h6-0083870,,#acp-cc,but,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.58,we,fs-1h6-0083890,,#pns,we,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.58,will,fs-1h6-0083910,,#vmb,will,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.58,be,fs-1h6-0083930,,#vvi,be,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.58,revenged,fs-1h6-0083950,,#vvn,revenge,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.58,sufficiently,fs-1h6-0083970,,#av_j,sufficient,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
pc,,1.4.58,.,fs-1h6-0083980,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
l,,1.4.59,,ftln-0484,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
w,,1.4.59,Now,fs-1h6-0083990,,#av,now,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.59,it,fs-1h6-0084010,,#pn,it,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.59,is,fs-1h6-0084030,,#vvz,be,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.59,supper,fs-1h6-0084050,,#n1,supper,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.59,time,fs-1h6-0084070,,#n1,time,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.59,in,fs-1h6-0084090,,#acp-p,in,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.59,Orleance,fs-1h6-0084110,,#n1-nn,Orleans,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
pc,,1.4.59,.,fs-1h6-0084120,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
l,,1.4.60,,ftln-0485,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
w,,1.4.60,Here,fs-1h6-0084130,,#av,here,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
pc,,1.4.60,",",fs-1h6-0084140,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.60,through,fs-1h6-0084160,,#acp-p,through,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.60,this,fs-1h6-0084180,,#d,this,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.60,grate,fs-1h6-0084200,,#n1,grate,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
pc,,1.4.60,",",fs-1h6-0084210,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.60,I,fs-1h6-0084230,,#pns,i,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.60,count,fs-1h6-0084250,,#vvb,count,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.60,each,fs-1h6-0084270,,#d,each,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.60,one,fs-1h6-0084290,,#pi,one,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
l,,1.4.61,,ftln-0486,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
w,,1.4.61,And,fs-1h6-0084300,,#cc,and,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.61,view,fs-1h6-0084320,,#vvb,view,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.61,the,fs-1h6-0084340,,#d,the,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.61,Frenchmen,fs-1h6-0084360,,#n2-nn,Frenchman,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.61,how,fs-1h6-0084380,,#crq-cs,how,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.61,they,fs-1h6-0084400,,#pns,they,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.61,fortify,fs-1h6-0084420,,#vvb,fortify,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
pc,,1.4.61,.,fs-1h6-0084430,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
l,,1.4.62,,ftln-0487,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
w,,1.4.62,Let,fs-1h6-0084440,,#vvb,let,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.62,us,fs-1h6-0084460,,#pno,we,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.62,look,fs-1h6-0084480,,#vvi,look,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.62,in,fs-1h6-0084500,,#acp-p,in,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
pc,,1.4.62,;,fs-1h6-0084510,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.62,the,fs-1h6-0084530,,#d,the,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.62,sight,fs-1h6-0084550,,#n1,sight,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.62,will,fs-1h6-0084570,,#vmb,will,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.62,much,fs-1h6-0084590,,#av_d,much,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.62,delight,fs-1h6-0084610,,#vvi,delight,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.62,thee,fs-1h6-0084630,,#pno,thou,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
pc,,1.4.62,.,fs-1h6-0084640,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
l,,1.4.63,,ftln-0488,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
w,,1.4.63,Sir,fs-1h6-0084650,,#n1,sir,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.63,Thomas,fs-1h6-0084670,,#n1-nn,Thomas,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.63,Gargrave,fs-1h6-0084690,,#n1-nn,Gargrave,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.63,and,fs-1h6-0084710,,#cc,and,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.63,Sir,fs-1h6-0084730,,#n1,sir,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.63,William,fs-1h6-0084750,,#n1-nn,William,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
c,,, ,,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,
w,,1.4.63,Glansdale,fs-1h6-0084770,,#n1-nn,Glansdale,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
pc,,1.4.63,",",fs-1h6-0084780,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
l,,1.4.64,,ftln-0489,,,,,,,1,4,#ATTENDANTS.ENGLISH_1H6 #Gargrave_1H6 #Glansdale_1H6 #Salisbury_1H6 #Talbot_1H6,35,#Salisbury_1H6
