source,target,key,n_lines,n_tokens,edge_index,edge_type
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,29,6,51,76,passive
#ChiefJustice_2H4,1.02.0009,11,2,18,77,active
1.02.0009,#Falstaff_1H4,20,2,18,77,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,25,2,18,77,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,30,2,18,77,passive
#Falstaff_1H4,1.02.0009,12,2,19,78,active
1.02.0009,#ChiefJustice_2H4,21,2,19,78,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,26,2,19,78,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,31,2,19,78,passive
#ChiefJustice_2H4,1.02.0009,12,2,11,79,active
1.02.0009,#Falstaff_1H4,21,2,11,79,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,27,2,11,79,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,32,2,11,79,passive
#Falstaff_1H4,1.02.0009,13,2,11,80,active
1.02.0009,#ChiefJustice_2H4,22,2,11,80,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,28,2,11,80,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,33,2,11,80,passive
#ChiefJustice_2H4,1.02.0009,13,2,10,81,active
1.02.0009,#Falstaff_1H4,22,2,10,81,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,29,2,10,81,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,34,2,10,81,passive
#Falstaff_1H4,1.02.0009,14,2,15,82,active
1.02.0009,#ChiefJustice_2H4,23,2,15,82,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,30,2,15,82,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,35,2,15,82,passive
#ChiefJustice_2H4,1.02.0009,14,1,6,83,active
1.02.0009,#Falstaff_1H4,23,1,6,83,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,31,1,6,83,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,36,1,6,83,passive
#Falstaff_1H4,1.02.0009,15,2,18,84,active
1.02.0009,#ChiefJustice_2H4,24,2,18,84,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,32,2,18,84,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,37,2,18,84,passive
#ChiefJustice_2H4,1.02.0009,15,5,37,85,active
1.02.0009,#Falstaff_1H4,24,5,37,85,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,33,5,37,85,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,38,5,37,85,passive
#Falstaff_1H4,1.02.0009,16,1,2,86,active
1.02.0009,#ChiefJustice_2H4,25,1,2,86,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,34,1,2,86,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,39,1,2,86,passive
