tag,type,n,text,xml:id,who,ana,lemma,facs,part,rendition,prev,next,act,scene,onstage,stagegroup_raw,speaker
pc,,2.3.38,.,fs-mac-0113000,,,,mac.2.3.0778,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
sp,,,,sp-0763,{'#Macduff_Mac'},,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
p,,,,p-0763,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
lb,,2.3.39,,ftln-0763,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
w,,2.3.39,I,fs-mac-0113020,,#pns,i,mac.2.3.0779,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.39,believe,fs-mac-0113040,,#vvb,believe,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.39,drink,fs-mac-0113060,,#n1,drink,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.39,gave,fs-mac-0113080,,#vvd,give,mac.2.3.0779,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.39,thee,fs-mac-0113100,,#pno,thou,mac.2.3.0779,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.39,the,fs-mac-0113120,,#d,the,mac.2.3.0779,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.39,lie,fs-mac-0113140,,#n1,lie,mac.2.3.0779,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.39,last,fs-mac-0113160,,#ord,last,mac.2.3.0779,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.39,night,fs-mac-0113180,,#n1,night,mac.2.3.0779,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
pc,,2.3.39,.,fs-mac-0113190,,,,mac.2.3.0779,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
sp,,,,sp-0764,{'#Porter_Mac'},,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
p,,,,p-0764,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
lb,,2.3.40,,ftln-0764,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.40,That,fs-mac-0113210,,#cs,that,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.40,it,fs-mac-0113230,,#pn,it,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.40,did,fs-mac-0113250,,#vvd,do,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.40,",",fs-mac-0113260,,,,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.40,sir,fs-mac-0113280,,#n1,sir,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.40,",",fs-mac-0113290,,,,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.40,i’,fs-mac-0113310,,#acp-p,in,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.40,th’,fs-mac-0113330,,#d,the,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.40,very,fs-mac-0113350,,#j,very,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.40,throat,fs-mac-0113370,,#n1,throat,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.40,on,fs-mac-0113390,,#acp-p,on,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.40,me,fs-mac-0113410,,#pno,i,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.40,;,fs-mac-0113420,,,,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.40,but,fs-mac-0113440,,#acp-cc,but,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.40,I,fs-mac-0113460,,#pns,i,mac.2.3.0780,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.41,,ftln-0765,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.41,requited,fs-mac-0113470,,#vvd,requite,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.41,him,fs-mac-0113490,,#pno,he,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.41,for,fs-mac-0113510,,#acp-p,for,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.41,his,fs-mac-0113530,,#po,his,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.41,lie,fs-mac-0113550,,#n1,lie,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.41,",",fs-mac-0113560,,,,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.41,and,fs-mac-0113580,,#cc,and,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.41,",",fs-mac-0113590,,,,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.41,I,fs-mac-0113610,,#pns,i,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.41,think,fs-mac-0113630,,#vvb,think,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.41,",",fs-mac-0113640,,,,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.41,being,fs-mac-0113660,,#vvg,be,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.41,too,fs-mac-0113680,,#av,too,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.42,,ftln-0766,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.42,strong,fs-mac-0113690,,#j,strong,mac.2.3.0781,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.42,for,fs-mac-0113710,,#acp-p,for,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.42,him,fs-mac-0113730,,#pno,he,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.42,",",fs-mac-0113740,,,,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.42,though,fs-mac-0113760,,#cs,though,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.42,he,fs-mac-0113780,,#pns,he,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.42,took,fs-mac-0113800,,#vvd,take,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.42,up,fs-mac-0113820,,#acp-av,up,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.42,my,fs-mac-0113840,,#po,my,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.42,legs,fs-mac-0113860,,#n2,leg,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.42,sometime,fs-mac-0113880,,#av,sometime,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.42,",",fs-mac-0113890,,,,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.43,,ftln-0767,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.43,yet,fs-mac-0113900,,#av,yet,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.43,I,fs-mac-0113920,,#pns,i,mac.2.3.0782,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.43,made,fs-mac-0113940,,#vvd,make,mac.2.3.0783,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.43,a,fs-mac-0113960,,#d,a,mac.2.3.0783,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.43,shift,fs-mac-0113980,,#n1,shift,mac.2.3.0783,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.43,to,fs-mac-0114000,,#acp-cs,to,mac.2.3.0783,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.43,cast,fs-mac-0114020,,#vvi,cast,mac.2.3.0783,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.43,him,fs-mac-0114040,,#pno,he,mac.2.3.0783,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.43,.,fs-mac-0114050,,,,mac.2.3.0783,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
sp,,,,sp-0768,{'#Macduff_Mac'},,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
l,,2.3.44,,ftln-0768,,#short,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
w,,2.3.44,Is,fs-mac-0114070,,#vvz,be,mac.2.3.0785,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.44,thy,fs-mac-0114090,,#po,thy,mac.2.3.0785,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.44,master,fs-mac-0114110,,#n1,master,mac.2.3.0785,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.44,stirring,fs-mac-0114130,,#vvg,stir,mac.2.3.0785,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
pc,,2.3.44,?,fs-mac-0114140,,,,mac.2.3.0785,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
stage,entrance,SD 2.3.44.1,,stg-0768.1,{'#Macbeth_Mac'},,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
w,,SD 2.3.44.1,Enter,fs-mac-0114150,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,
w,,SD 2.3.44.1,Macbeth,fs-mac-0114170,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
pc,,SD 2.3.44.1,.,fs-mac-0114180,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
l,,2.3.45,,ftln-0769,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
w,,2.3.45,Our,fs-mac-0114190,,#po,our,mac.2.3.0786,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,
w,,2.3.45,knocking,fs-mac-0114210,,#n1_vg,knock,mac.2.3.0786,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,
w,,2.3.45,has,fs-mac-0114230,,#vvz,have,mac.2.3.0786,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,
w,,2.3.45,awaked,fs-mac-0114250,,#vvn,awake,mac.2.3.0786,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,
w,,2.3.45,him,fs-mac-0114270,,#pno,he,mac.2.3.0786,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
pc,,2.3.45,.,fs-mac-0114280,,,,mac.2.3.0786,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,
w,,2.3.45,Here,fs-mac-0114300,,#av,here,mac.2.3.0786,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,
w,,2.3.45,he,fs-mac-0114320,,#pns,he,mac.2.3.0786,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,
w,,2.3.45,comes,fs-mac-0114340,,#vvz,come,mac.2.3.0786,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
pc,,2.3.45,.,fs-mac-0114350,,,,mac.2.3.0786,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,39,#Macduff_Mac
stage,exit,SD 2.3.45.1,,stg-0769.1,{'#Porter_Mac'},,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,SD 2.3.45.1,Porter,fs-mac-0114360,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,SD 2.3.45.1,exits,fs-mac-0114380,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
pc,,SD 2.3.45.1,.,fs-mac-0114390,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
sp,,,,sp-0770,{'#Lennox_Mac'},,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Lennox_Mac
l,,2.3.46,,ftln-0770,,,,,I,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Lennox_Mac
w,,2.3.46,Good,fs-mac-0114410,,#j,good,mac.2.3.0787,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Lennox_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,2.3.46,morrow,fs-mac-0114430,,#n1,morrow,mac.2.3.0787,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Lennox_Mac
pc,,2.3.46,",",fs-mac-0114440,,,,mac.2.3.0787,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Lennox_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,2.3.46,noble,fs-mac-0114460,,#j,noble,mac.2.3.0787,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Lennox_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,2.3.46,sir,fs-mac-0114480,,#n1,sir,mac.2.3.0787,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Lennox_Mac
pc,,2.3.46,.,fs-mac-0114490,,,,mac.2.3.0787,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Lennox_Mac
sp,,,,sp-0771,{'#Macbeth_Mac'},,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
l,,2.3.47,,ftln-0771,,,,,F,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
w,,2.3.47,Good,fs-mac-0114510,,#j,good,mac.2.3.0788,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,2.3.47,morrow,fs-mac-0114530,,#n1,morrow,mac.2.3.0788,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
pc,,2.3.47,",",fs-mac-0114540,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,2.3.47,both,fs-mac-0114560,,#d,both,mac.2.3.0788,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
pc,,2.3.47,.,fs-mac-0114570,,,,mac.2.3.0788,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
sp,,,,sp-0772,{'#Macduff_Mac'},,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macduff_Mac
l,,2.3.48,,ftln-0772,,,,,I,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macduff_Mac
w,,2.3.48,Is,fs-mac-0114590,,#vvz,be,mac.2.3.0789,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,2.3.48,the,fs-mac-0114610,,#d,the,mac.2.3.0789,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,2.3.48,King,fs-mac-0114630,,#n1,king,mac.2.3.0789,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,2.3.48,stirring,fs-mac-0114650,,#vvg,stir,mac.2.3.0789,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macduff_Mac
pc,,2.3.48,",",fs-mac-0114660,,,,mac.2.3.0789,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,2.3.48,worthy,fs-mac-0114680,,#j,worthy,mac.2.3.0789,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,2.3.48,thane,fs-mac-0114700,,#n1,thane,mac.2.3.0789,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macduff_Mac
pc,,2.3.48,?,fs-mac-0114710,,,,mac.2.3.0789,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macduff_Mac
sp,,,,sp-0773,{'#Macbeth_Mac'},,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
l,,2.3.49,,ftln-0773,,,,,F,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
w,,2.3.49,Not,fs-mac-0114730,,#xx,not,mac.2.3.0790,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,
w,,2.3.49,yet,fs-mac-0114750,,#av,yet,mac.2.3.0790,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
pc,,2.3.49,.,fs-mac-0114760,,,,mac.2.3.0790,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macbeth_Mac
sp,,,,sp-0774,{'#Macduff_Mac'},,,,,,,,2,3,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,40,#Macduff_Mac
