tag,type,n,text,xml:id,who,ana,lemma,facs,part,rendition,prev,next,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.4,will,fs-mac-0179500,,#vmb,will,mac.3.4.1259,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.4,mingle,fs-mac-0179520,,#vvi,mingle,mac.3.4.1259,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.4,with,fs-mac-0179540,,#acp-p,with,mac.3.4.1259,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.4,society,fs-mac-0179560,,#n1,society,mac.3.4.1259,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
l,,3.4.5,,ftln-1215,,#short,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
w,,3.4.5,And,fs-mac-0179570,,#cc,and,mac.3.4.1260,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.5,play,fs-mac-0179590,,#vvi,play,mac.3.4.1260,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.5,the,fs-mac-0179610,,#d,the,mac.3.4.1260,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.5,humble,fs-mac-0179630,,#j,humble,mac.3.4.1260,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.5,host,fs-mac-0179650,,#n1,host,mac.3.4.1260,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
pc,,3.4.5,.,fs-mac-0179660,,,,mac.3.4.1260,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
l,,3.4.6,,ftln-1216,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
w,,3.4.6,Our,fs-mac-0179670,,#po,our,mac.3.4.1261,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.6,hostess,fs-mac-0179690,,#n1,hostess,mac.3.4.1261,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.6,keeps,fs-mac-0179710,,#vvz,keep,mac.3.4.1261,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.6,her,fs-mac-0179730,,#po,her,mac.3.4.1261,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.6,state,fs-mac-0179750,,#n1,state,mac.3.4.1261,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
pc,,3.4.6,",",fs-mac-0179760,,,,mac.3.4.1261,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.6,but,fs-mac-0179780,,#acp-cc,but,mac.3.4.1261,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.6,in,fs-mac-0179800,,#acp-p,in,mac.3.4.1261,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.6,best,fs-mac-0179820,,#j-s,best,mac.3.4.1261,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.6,time,fs-mac-0179840,,#n1,time,mac.3.4.1261,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
l,,3.4.7,,ftln-1217,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
w,,3.4.7,We,fs-mac-0179850,,#pns,we,mac.3.4.1262,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.7,will,fs-mac-0179870,,#vmb,will,mac.3.4.1262,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.7,require,fs-mac-0179890,,#vvi,require,mac.3.4.1262,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.7,her,fs-mac-0179910,,#po,her,mac.3.4.1262,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.7,welcome,fs-mac-0179930,,#n1_j,welcome,mac.3.4.1262,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
pc,,3.4.7,.,fs-mac-0179940,,,,mac.3.4.1262,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#Macbeth_Mac
sp,,,,sp-1218,{'#LadyMacbeth_Mac'},,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
l,,3.4.8,,ftln-1218,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
w,,3.4.8,Pronounce,fs-mac-0179980,,#vvb,pronounce,mac.3.4.1263,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.8,it,fs-mac-0180000,,#pn,it,mac.3.4.1263,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.8,for,fs-mac-0180020,,#acp-p,for,mac.3.4.1263,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.8,me,fs-mac-0180040,,#pno,i,mac.3.4.1263,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
pc,,3.4.8,",",fs-mac-0180050,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.8,sir,fs-mac-0180070,,#n1,sir,mac.3.4.1263,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
pc,,3.4.8,",",fs-mac-0180080,,,,mac.3.4.1263,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.8,to,fs-mac-0180100,,#acp-p,to,mac.3.4.1263,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.8,all,fs-mac-0180120,,#d,all,mac.3.4.1263,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.8,our,fs-mac-0180140,,#po,our,mac.3.4.1263,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.8,friends,fs-mac-0180160,,#n2,friend,mac.3.4.1263,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
pc,,3.4.8,",",fs-mac-0180170,,,,mac.3.4.1263,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
l,,3.4.9,,ftln-1219,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
w,,3.4.9,For,fs-mac-0180180,,#acp-p,for,mac.3.4.1264,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.9,my,fs-mac-0180200,,#po,my,mac.3.4.1264,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.9,heart,fs-mac-0180220,,#n1,heart,mac.3.4.1264,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.9,speaks,fs-mac-0180240,,#vvz,speak,mac.3.4.1264,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.9,they,fs-mac-0180260,,#pns,they,mac.3.4.1264,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.9,are,fs-mac-0180280,,#vvb,be,mac.3.4.1264,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,
w,,3.4.9,welcome,fs-mac-0180300,,#j,welcome,mac.3.4.1264,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
pc,,3.4.9,.,fs-mac-0180310,,,,mac.3.4.1264,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #Macbeth_Mac #Ross_Mac,72,#LadyMacbeth_Mac
stage,entrance,SD 3.4.9.1,,stg-1219.1,{'#MURDERERS.1_Mac'},,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,SD 3.4.9.1,Enter,fs-mac-0180320,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,SD 3.4.9.1,First,fs-mac-0180340,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,SD 3.4.9.1,Murderer,fs-mac-0180360,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,SD 3.4.9.1,to,fs-mac-0180380,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,SD 3.4.9.1,the,fs-mac-0180400,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,SD 3.4.9.1,door,fs-mac-0180420,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
pc,,SD 3.4.9.1,.,fs-mac-0180430,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
sp,,,,sp-1220,{'#Macbeth_Mac'},,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
l,,3.4.10,,ftln-1220,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
w,,3.4.10,See,fs-mac-0180450,,#vvb,see,mac.3.4.1266,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
pc,,3.4.10,",",fs-mac-0180460,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.10,they,fs-mac-0180480,,#pns,they,mac.3.4.1266,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.10,encounter,fs-mac-0180500,,#vvb,encounter,mac.3.4.1266,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.10,thee,fs-mac-0180520,,#pno,thou,mac.3.4.1266,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.10,with,fs-mac-0180540,,#acp-p,with,mac.3.4.1266,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.10,their,fs-mac-0180560,,#po,their,mac.3.4.1266,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.10,hearts’,fs-mac-0180580,,#n2g,heart,mac.3.4.1266,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.10,thanks,fs-mac-0180600,,#n2,thank,mac.3.4.1266,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
pc,,3.4.10,.,fs-mac-0180610,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
l,,3.4.11,,ftln-1221,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
w,,3.4.11,Both,fs-mac-0180620,,#d,both,mac.3.4.1267,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.11,sides,fs-mac-0180640,,#n2,side,mac.3.4.1267,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.11,are,fs-mac-0180660,,#vvb,be,mac.3.4.1267,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.11,even,fs-mac-0180680,,#j,even,mac.3.4.1267,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
pc,,3.4.11,.,fs-mac-0180690,,,,mac.3.4.1267,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.11,Here,fs-mac-0180710,,#av,here,mac.3.4.1267,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.11,I’ll,fs-mac-0180730,,#pns|vmb,i|will,mac.3.4.1267,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.11,sit,fs-mac-0180750,,#vvi,sit,mac.3.4.1267,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
w,,3.4.11,i’,fs-mac-0180770,,#acp-p,in,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,#Macbeth_Mac
c,,, ,,,,,,,,,,3,4,#ATTENDANTS_Mac #LadyMacbeth_Mac #Lennox_Mac #MURDERERS.1_Mac #Macbeth_Mac #Ross_Mac,73,
